0.000000E0,-7.639690E-1,-2.396880E-2
1.668333E-2,-7.639084E-1,-3.041943E-2
3.336667E-2,-7.638932E-1,-3.203209E-2
5.005000E-2,-7.671034E-1,-3.367504E-2
6.673333E-2,-7.638629E-1,-3.525740E-2
8.341667E-2,-7.621442E-1,-4.653085E-2
1.001000E-1,-7.652938E-1,-5.462443E-2
1.167833E-1,-7.602437E-1,-7.715618E-2
1.334667E-1,-7.535810E-1,-9.967279E-2
1.501500E-1,-7.453056E-1,-1.221742E-1
1.668333E-1,-7.321771E-1,-1.462429E-1
1.835167E-1,-7.302312E-1,-1.817062E-1
2.002000E-1,-7.154446E-1,-2.105977E-1
2.168833E-1,-7.070329E-1,-2.476130E-1
2.335667E-1,-6.969782E-1,-2.878386E-1
2.502500E-1,-6.836831E-1,-3.296465E-1
2.669333E-1,-6.687450E-1,-3.746645E-1
2.836167E-1,-6.409965E-1,-4.098854E-1
3.003000E-1,-6.115900E-1,-4.499292E-1
3.169833E-1,-5.773151E-1,-4.931528E-1
3.336667E-1,-5.430554E-1,-5.347637E-1
3.503500E-1,-5.023603E-1,-5.747014E-1
3.670333E-1,-4.557477E-1,-6.081802E-1
3.837167E-1,-4.066115E-1,-6.419543E-1
4.004000E-1,-3.595072E-1,-6.733530E-1
4.170833E-1,-2.995662E-1,-7.018203E-1
4.337667E-1,-2.413136E-1,-7.222395E-1
4.504500E-1,-1.831065E-1,-7.378207E-1
4.671333E-1,-1.214915E-1,-7.538531E-1
4.838167E-1,-5.836888E-2,-7.593637E-1
5.005000E-1,8.746011E-3,-7.566987E-1
5.171833E-1,6.776167E-2,-7.581789E-1
5.338667E-1,1.307123E-1,-7.453802E-1
5.505500E-1,1.855254E-1,-7.326581E-1
5.672333E-1,2.423729E-1,-7.199168E-1
5.839167E-1,2.970523E-1,-6.929541E-1
6.006000E-1,3.497547E-1,-6.721135E-1
6.172833E-1,3.975735E-1,-6.442802E-1
6.339667E-1,4.421208E-1,-6.140149E-1
6.506500E-1,4.824145E-1,-5.817118E-1
6.673333E-1,5.180974E-1,-5.481058E-1
6.840167E-1,5.531462E-1,-5.123922E-1
7.007000E-1,5.840845E-1,-4.768876E-1
7.173833E-1,6.081974E-1,-4.421588E-1
7.340667E-1,6.337341E-1,-4.059791E-1
7.507500E-1,6.540693E-1,-3.716788E-1
7.674333E-1,6.712393E-1,-3.382129E-1
7.841167E-1,6.862867E-1,-3.059450E-1
8.008000E-1,6.985610E-1,-2.756669E-1
8.174833E-1,7.091741E-1,-2.468554E-1
8.341667E-1,7.172819E-1,-2.199323E-1
8.508500E-1,7.238222E-1,-1.948562E-1
8.675333E-1,7.291356E-1,-1.721895E-1
8.842167E-1,7.338030E-1,-1.522483E-1
9.009000E-1,7.367939E-1,-1.345900E-1
9.175833E-1,7.391130E-1,-1.194292E-1
9.342667E-1,7.407039E-1,-1.067371E-1
9.509500E-1,7.417262E-1,-9.640218E-2
9.676333E-1,7.426233E-1,-8.877530E-2
9.843167E-1,7.427500E-1,-8.387136E-2
1.001000E0,7.422991E-1,-8.150826E-2
1.017683E0,7.418430E-1,-8.207064E-2
1.034367E0,7.410356E-1,-8.547439E-2
1.051050E0,7.397602E-1,-9.143471E-2
1.067733E0,7.381779E-1,-1.005192E-1
1.084417E0,7.365154E-1,-1.117350E-1
1.101100E0,7.340616E-1,-1.258524E-1
1.117783E0,7.318472E-1,-1.428414E-1
1.134467E0,7.288076E-1,-1.627952E-1
1.151150E0,7.253901E-1,-1.858657E-1
1.167833E0,7.202064E-1,-2.110892E-1
1.184517E0,7.129504E-1,-2.381300E-1
1.201200E0,7.018313E-1,-2.674621E-1
1.217883E0,6.886455E-1,-2.983304E-1
1.234567E0,6.741478E-1,-3.317108E-1
1.251250E0,6.569356E-1,-3.667092E-1
1.267933E0,6.356659E-1,-4.023798E-1
1.284617E0,6.110007E-1,-4.393002E-1
1.301300E0,5.834804E-1,-4.763863E-1
1.317983E0,5.516503E-1,-5.132266E-1
1.334667E0,5.164642E-1,-5.491872E-1
1.351350E0,4.776271E-1,-5.839518E-1
1.368033E0,4.341768E-1,-6.170401E-1
1.384717E0,3.877956E-1,-6.474559E-1
1.401400E0,3.380823E-1,-6.757249E-1
1.418083E0,2.869761E-1,-7.032214E-1
1.434767E0,2.322230E-1,-7.243327E-1
1.451450E0,1.774644E-1,-7.408720E-1
1.468133E0,1.165100E-1,-7.495827E-1
1.484817E0,5.757074E-2,-7.562400E-1
1.501500E0,6.276673E-4,-7.588095E-1
1.518183E0,-5.838799E-2,-7.573294E-1
1.534867E0,-1.215106E-1,-7.518187E-1
1.551550E0,-1.745187E-1,-7.401094E-1
1.568233E0,-2.316147E-1,-7.264040E-1
1.584917E0,-2.827958E-1,-7.083511E-1
1.601600E0,-3.331738E-1,-6.860010E-1
1.618283E0,-3.801114E-1,-6.608131E-1
1.634967E0,-4.250766E-1,-6.330021E-1
1.651650E0,-4.655822E-1,-6.060683E-1
1.668333E0,-5.061689E-1,-5.705098E-1
1.685017E0,-5.409246E-1,-5.435220E-1
1.701700E0,-5.700115E-1,-5.078554E-1
1.718383E0,-5.990849E-1,-4.736263E-1
1.735067E0,-6.209575E-1,-4.407672E-1
1.751750E0,-6.428030E-1,-4.107829E-1
1.768433E0,-6.632246E-1,-3.793477E-1
1.785117E0,-6.821818E-1,-3.507740E-1
1.801800E0,-6.939651E-1,-3.206952E-1
1.818483E0,-7.056944E-1,-2.963663E-1
1.835167E0,-7.145892E-1,-2.676980E-1
1.851850E0,-7.234166E-1,-2.462171E-1
1.868533E0,-7.322304E-1,-2.261736E-1
1.885217E0,-7.374483E-1,-2.076379E-1
1.901900E0,-7.414018E-1,-1.916167E-1
1.918583E0,-7.443989E-1,-1.780465E-1
1.935267E0,-7.480473E-1,-1.673190E-1
1.951950E0,-7.486209E-1,-1.588255E-1
1.968633E0,-7.498252E-1,-1.529573E-1
1.985317E0,-7.501789E-1,-1.496663E-1
2.002000E0,-7.493278E-1,-1.489238E-1
2.018683E0,-7.489785E-1,-1.513599E-1
2.035367E0,-7.484541E-1,-1.568596E-1
2.052050E0,-7.469210E-1,-1.652070E-1
2.068733E0,-7.413413E-1,-1.745058E-1
2.085417E0,-7.376601E-1,-1.876704E-1
2.102100E0,-7.335829E-1,-2.036297E-1
2.118783E0,-7.322574E-1,-2.232986E-1
2.135467E0,-7.257866E-1,-2.441873E-1
2.152150E0,-7.173052E-1,-2.675882E-1
2.168833E0,-7.071757E-1,-2.933662E-1
2.185517E0,-6.938763E-1,-3.207039E-1
2.202200E0,-6.764319E-1,-3.507199E-1
2.218883E0,-6.583778E-1,-3.818769E-1
2.235567E0,-6.398876E-1,-4.150683E-1
2.252250E0,-6.160064E-1,-4.481054E-1
2.268933E0,-5.918031E-1,-4.836211E-1
2.285617E0,-5.570203E-1,-5.134838E-1
2.302300E0,-5.239049E-1,-5.468166E-1
2.318983E0,-4.871312E-1,-5.792525E-1
2.335667E0,-4.497161E-1,-6.116696E-1
2.352350E0,-4.062950E-1,-6.428888E-1
2.369033E0,-3.614500E-1,-6.726570E-1
2.385717E0,-3.119350E-1,-6.967760E-1
2.402400E0,-2.602269E-1,-7.174364E-1
2.419083E0,-2.142556E-1,-7.324568E-1
2.435767E0,-1.586585E-1,-7.447530E-1
2.452450E0,-1.020544E-1,-7.536067E-1
2.469133E0,-4.537899E-2,-7.584793E-1
2.485817E0,1.118132E-2,-7.594721E-1
2.502500E0,6.723416E-2,-7.556732E-1
2.519183E0,1.313426E-1,-7.473346E-1
2.535867E0,1.814949E-1,-7.367650E-1
2.552550E0,2.335893E-1,-7.218620E-1
2.569233E0,2.855507E-1,-7.021006E-1
2.585917E0,3.321094E-1,-6.765518E-1
2.602600E0,3.767424E-1,-6.528095E-1
2.619283E0,4.172695E-1,-6.289531E-1
2.635967E0,4.592414E-1,-6.011645E-1
2.652650E0,4.909306E-1,-5.723311E-1
2.669333E0,5.249132E-1,-5.446175E-1
2.686017E0,5.531677E-1,-5.146749E-1
2.702700E0,5.795396E-1,-4.844843E-1
2.719383E0,6.026248E-1,-4.546349E-1
2.736067E0,6.224629E-1,-4.246769E-1
2.752750E0,6.401298E-1,-3.960056E-1
2.769433E0,6.552178E-1,-3.684838E-1
